,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
1880,대구광역시 중구청,대구광역시 중구 남산로3길 52,대구광역시 중구 남산동 2633-2,생활방범,1,200.0,360도 전방면,30.0,201607,053-661-2495,35.86091523,128.57763899999998,2019-06-14,3410000,대구광역시 중구
1881,대구광역시 중구청,대구광역시 중구 남산로15길 32-23,대구광역시 중구 남산동 2657-1,생활방범,1,200.0,남산동 2657-1,30.0,201607,053-661-2495,35.86289836,128.5817035,2019-06-14,3410000,대구광역시 중구
1882,대구광역시 중구청,대구광역시 중구 남산로7길 41-5,대구광역시 중구 남산동 2511-3,생활방범,1,200.0,360도 전방면,30.0,201607,053-661-2495,35.8586356,128.5799495,2019-06-14,3410000,대구광역시 중구
2146,서울특별시 중랑구청,서울특별시 중랑구 동일로95길 13,서울특별시 중랑구 면목5동 172-6,생활방범,4,200.0,0,30.0,201302,02-2094-0284,37.58480156,127.07892450000001,2020-05-06,3060000,서울특별시 중랑구
2184,서울특별시 중랑구청,서울특별시 중랑구 면목5동 160-23,서울특별시 중랑구 면목5동 160-23,생활방범,1,200.0,0,30.0,201302,02-2094-0284,37.58348669,127.08125700000001,2020-05-06,3060000,서울특별시 중랑구
2185,대구광역시 중구청,대구광역시 중구 중앙대로77길55,대구광역시 중구 장관동 34,쓰레기단속,1,50.0,성내2동 주민센터옆,3.0,201405,053-661-3281,35.86837969,128.59053219999998,2019-06-14,3410000,대구광역시 중구
2186,대구광역시 중구청,대구광역시 중구 재마루1길 13,대구광역시 중구 남산동 249-8,쓰레기단속,1,50.0,동양인쇄소 옆,3.0,201405,053-661-3281,35.86460896,128.5875607,2019-06-14,3410000,대구광역시 중구
2187,대구광역시 중구청,대구광역시 중구 중앙대로 434-4,대구광역시 중구 포정동 70-1,쓰레기단속,1,50.0,황소식당앞,3.0,201307,053-661-3281,35.8719027,128.5945087,2019-06-14,3410000,대구광역시 중구
2188,대구광역시 중구청,대구광역시 중구 달구벌대로 2210-9,대구광역시 중구 대봉동 14-1,쓰레기단속,1,50.0,구 대봉1동주민센터,3.0,201405,053-661-3281,35.86203995,128.6048412,2019-06-14,3410000,대구광역시 중구
2189,대구광역시 중구청,대구광역시 중구 동성로4길 96,대구광역시 중구 공평동 70-1,쓰레기단속,1,50.0,신피부과 골목,3.0,201006,053-661-3281,35.86901875,128.599681,2019-06-14,3410000,대구광역시 중구
2190,대구광역시 중구청,대구광역시 중구 북성로 108,대구광역시 중구 북성로1가 80-4,교통단속,3,200.0,한일유료주차장 앞,30.0,201606,053-661-3023,35.87442656,128.5941873,2019-06-14,3410000,대구광역시 중구
2191,대구광역시 중구청,대구광역시 중구 대봉로 216,대구광역시 중구 대봉동 139-8,교통단속,3,200.0,대봉동우체국,30.0,201606,053-661-3023,35.85802419,128.6018909,2019-06-14,3410000,대구광역시 중구
2192,대구광역시 중구청,대구광역시 중구 동성로6길 48,대구광역시 중구 공평동 57-3,교통단속,3,200.0,동성1길(신헤어라인),30.0,200911,053-661-3023,35.86851153,128.5979791,2019-06-14,3410000,대구광역시 중구
2193,대구광역시 중구청,대구광역시 중구 종로 41(종로1가),대구광역시 중구 종로1가 105-2,교통단속,3,200.0,종로 다보 앞,30.0,200905,053-661-3023,35.86953594,128.59140998709998,2019-06-14,3410000,대구광역시 중구
2194,대구광역시 중구청,대구광역시 중구 종로 17,대구광역시 중구 남성로 92,교통단속,3,200.0,남성로 정관장 앞,30.0,200905,053-661-3023,35.86738694,128.5920047,2019-06-14,3410000,대구광역시 중구
2195,대구광역시 중구청,대구광역시 중구 공평로 35,대구광역시 중구 삼덕동1가 63-114,교통단속,3,200.0,삼덕소방서,30.0,200809,053-661-3023,35.86718777,128.5996707,2019-06-14,3410000,대구광역시 중구
2196,대구광역시 중구청,대구광역시 중구 동성로6길 2-23,대구광역시 중구 삼덕동1가 4-11,교통단속,3,200.0,동성6길,30.0,200809,053-661-3023,35.86803586,128.5955295,2019-06-14,3410000,대구광역시 중구
2197,대구광역시 중구청,대구광역시 중구 동성로2길 83,대구광역시 중구 동성로2가 68-25,교통단속,3,200.0,2.28공원 옆,30.0,200809,053-661-3023,35.86973583,128.5969895,2019-06-14,3410000,대구광역시 중구
2198,대구광역시 중구청,대구광역시 중구 동성로5길 38,대구광역시 중구 삼덕동1가 17-11,교통단속,1,200.0,동성5길(구.금융결제원),0.0,200707,053-661-3023,35.86749455,128.5966611,2019-06-14,3410000,대구광역시 중구
2199,대구광역시 중구청,대구광역시 중구 국채보상로152길 40,대구광역시 중구 동인동4가 500-4,쓰레기단속,1,200.0,동인동4가 500-4,30.0,201904,053-661-3281,35.86646491,128.6124852,2019-06-14,3410000,대구광역시 중구
2200,대구광역시 중구청,대구광역시 중구 태평로51길 8-27,대구광역시 중구 동인동3가 271-73,쓰레기단속,1,200.0,동인 소 공원,30.0,201904,053-661-3281,35.87313817,128.6078241,2019-06-14,3410000,대구광역시 중구
2201,대구광역시 중구청,대구광역시 중구 동덕로38길 59,대구광역시 중구 동인동3가 248-10,쓰레기단속,1,200.0,웰빙하우스빌라 옆,30.0,201904,053-661-3281,35.87123417,128.6078831,2019-06-14,3410000,대구광역시 중구
2202,대구광역시 중구청,대구광역시 중구 국채보상로143길 37,대구광역시 중구 동인동3가 182-6,쓰레기단속,1,200.0,코아시스빌라 옆 화단,30.0,201904,053-661-3281,35.87047561,128.6085409,2019-06-14,3410000,대구광역시 중구
2203,대구광역시 중구청,대구광역시 중구 동덕로30길 113,대구광역시 중구 동인동4가 409-15,쓰레기단속,1,200.0,동인공영주차장 입구,30.0,201904,053-661-3281,35.866202799999996,128.6099912,2019-06-14,3410000,대구광역시 중구
2204,대구광역시 중구청,대구광역시 중구 서성로14길 21-8,대구광역시 중구 북내동 39-3,쓰레기단속,1,200.0,서문로교회 인근,30.0,201906,053-661-3281,35.87287267,128.5887708,2019-06-14,3410000,대구광역시 중구
2205,대구광역시 중구청,대구광역시 중구 태평로28길 10,대구광역시 중구 태평로2가 24-1,쓰레기단속,1,200.0,북성공영주차장 인근,30.0,201906,053-661-3281,35.87517197,128.5917973,2019-06-14,3410000,대구광역시 중구
2206,대구광역시 중구청,대구광역시 중구 경상감영1길 60,대구광역시 중구 향촌동 34-1,쓰레기단속,1,200.0,쿡모텔 인근,30.0,201906,053-661-3281,35.87346408,128.5931051,2019-06-14,3410000,대구광역시 중구
2207,대구광역시 중구청,대구광역시 중구 북성로 86-1,대구광역시 중구 북성로1가 39-2,쓰레기단속,1,200.0,북성로 공구골목내,30.0,201906,053-661-3281,35.87412715,128.5917587,2019-06-14,3410000,대구광역시 중구
2208,대구광역시 중구청,대구광역시 중구 중앙대로 307,대구광역시 중구 남산동 696-3,쓰레기단속,1,200.0,남문시장 동편 입구,30.0,201906,053-661-3281,35.86074881,128.5921642,2019-06-14,3410000,대구광역시 중구
2209,대구광역시 중구청,대구광역시 중구 중앙대로58길 36,대구광역시 중구 남산동 2106-1,쓰레기단속,1,200.0,경북여고 인근 베스트빌 앞,30.0,201906,053-661-3281,35.85724055,128.5930549,2019-06-14,3410000,대구광역시 중구
2210,대구광역시 중구청,대구광역시 중구 중앙대로 297,대구광역시 중구 남산동 703-6,쓰레기단속,1,200.0,대한내과 뒷편,30.0,201906,053-661-3281,35.85989871,128.591576,2019-06-14,3410000,대구광역시 중구
2211,대구광역시 중구청,대구광역시 중구 명륜로24길 14,대구광역시 중구 남산동 726-21,쓰레기단속,1,200.0,장애인복지센터 인근,30.0,201906,053-661-3281,35.85960922,128.5949222,2019-06-14,3410000,대구광역시 중구
2212,대구광역시 중구청,대구광역시 중구 2·28길 9(남산동),대구광역시 중구 남산동 2113-10,쓰레기단속,1,200.0,명덕초등학교 동편,30.0,201906,053-661-3281,35.85840456,128.59035500000002,2019-06-14,3410000,대구광역시 중구
2213,대구광역시 중구청,대구광역시 중구 남산로17길 63,대구광역시 중구 남산동 2638-5,쓰레기단속,1,50.0,휴먼시아2단지 인근,3.0,201307,053-661-3281,35.86219956,128.5794756,2019-06-14,3410000,대구광역시 중구
2214,대구광역시 중구청,대구광역시 중구 달구벌대로 1936,대구광역시 중구 남산동 2971-11,쓰레기단속,1,50.0,롯데마트 뒷편,3.0,201307,053-661-3281,35.8626226,128.57635770000002,2019-06-14,3410000,대구광역시 중구
2215,대구광역시 중구청,대구광역시 중구 남산로8길 98,대구광역시 중구 남산동 587-5,쓰레기단속,1,50.0,돼지국밥 뒤,3.0,201307,053-661-3281,35.86127973,128.589363,2019-06-14,3410000,대구광역시 중구
2216,대구광역시 중구청,대구광역시 중구 달구벌대로447길 34-3,대구광역시 중구 삼덕동3가 276-3,쓰레기단속,1,50.0,삼덕초등학교 뒤,3.0,201307,053-661-3281,35.86393766,128.6079482,2019-06-14,3410000,대구광역시 중구
2217,대구광역시 중구청,대구광역시 중구 교동4길 31,대구광역시 중구 완전동 2-5,쓰레기단속,1,50.0,기업은행 뒤,3.0,201611,053-661-3281,35.87257325,128.5993804,2019-06-14,3410000,대구광역시 중구
2218,대구광역시 중구청,대구광역시 중구 태평로 113-61,대구광역시 중구 태평로3가 214-38,쓰레기단속,1,50.0,건영아파트,3.0,201611,053-661-3281,35.87670798,128.59040190000002,2019-06-14,3410000,대구광역시 중구
2219,대구광역시 중구청,대구광역시 중구 남산로6길 23-5,대구광역시 중구 남산동 2210-19,쓰레기단속,1,50.0,부림베스트빌 옆,3.0,201611,053-661-3281,35.85930655,128.5862018,2019-06-14,3410000,대구광역시 중구
2220,대구광역시 중구청,대구광역시 중구 동덕로 62,대구광역시 중구 대봉동 24-21,쓰레기단속,1,200.0,웨딩쿨 앞,30.0,201611,053-661-3281,35.860366,128.6044089,2019-06-14,3410000,대구광역시 중구
2221,대구광역시 중구청,대구광역시 중구 명륜로22길 49,대구광역시 중구 남산동 730-43,쓰레기단속,1,50.0,경북여고 뒷담,3.0,201611,053-661-3281,35.85860009,128.5940961,2019-06-14,3410000,대구광역시 중구
2222,대구광역시 중구청,대구광역시 중구 중앙대로67길 19-5,대구광역시 중구 남산동 662-31,쓰레기단속,1,200.0,향교카센터 앞,30.0,201904,053-661-3281,35.86303779,128.5918867,2019-06-14,3410000,대구광역시 중구
2223,대구광역시 중구청,대구광역시 중구 명륜로 97-12,대구광역시 중구 남산동 687-24,쓰레기단속,1,200.0,삼원수퍼 앞,30.0,201904,053-661-3281,35.86076609,128.59575120000002,2019-06-14,3410000,대구광역시 중구
2224,대구광역시 중구청,대구광역시 중구 명륜로 68,대구광역시 중구 남산동698-51,쓰레기단속,1,200.0,신세명 약국 앞,30.0,201904,053-661-3281,35.86138135,128.5917606,2019-06-14,3410000,대구광역시 중구
2225,대구광역시 중구청,대구광역시 중구 중앙대로62길 19,대구광역시 중구 남산동 692-19,쓰레기단속,1,200.0,소노게스트하우스 뒷,30.0,201904,053-661-3281,35.86022876,128.5935973,2019-06-14,3410000,대구광역시 중구
2226,대구광역시 중구청,대구광역시 중구 달성공원로8길 30,대구광역시 중구 대신동 8-2,쓰레기단속,1,200.0,달성공원교차로 영전사 앞,30.0,201904,053-661-3281,35.87330911,128.58164920000002,2019-06-14,3410000,대구광역시 중구
2227,대구광역시 중구청,대구광역시 중구 달성공원로8길 4,대구광역시 중구 대신동 1-51,쓰레기단속,1,200.0,달성공원 정문 건너,30.0,201904,053-661-3281,35.87349591,128.5803287,2019-06-14,3410000,대구광역시 중구
2228,대구광역시 중구청,대구광역시 중구 달성공원로 22,대구광역시 중구 대신동 38-7,쓰레기단속,1,200.0,호성철학원 앞,30.0,201904,053-661-3281,35.87261785,128.5799437,2019-06-14,3410000,대구광역시 중구
2229,대구광역시 중구청,대구광역시 중구 종로 84,대구광역시 중구 대안동 67-8,쓰레기단속,1,200.0,동우세라믹스 코너,30.0,201904,053-661-3281,35.87322063,128.5910762,2019-06-14,3410000,대구광역시 중구
2230,대구광역시 중구청,대구광역시 중구 국채보상로102길 53,대구광역시 중구 계산동1가 92,쓰레기단속,1,200.0,제일교회기념관 코너,30.0,201904,053-661-3281,35.86825696,128.5867301,2019-06-14,3410000,대구광역시 중구
2231,대구광역시 중구청,대구광역시 중구 경상감영길 298-11,대구광역시 중구 동인동2가 61-13,쓰레기단속,1,200.0,동인시티빌 앞,30.0,201904,053-661-3281,35.87019332,128.6035043,2019-06-14,3410000,대구광역시 중구
2232,대구광역시 중구청,대구광역시 중구 국채보상로151길 28,대구광역시 중구 동인동3가 223-15,쓰레기단속,1,200.0,동막교회 앞 코너,30.0,201904,053-661-3281,35.8696252,128.6125537,2019-06-14,3410000,대구광역시 중구
2233,대구광역시 중구청,대구광역시 중구 국채보상로150길 15-1,대구광역시 중구 동인동4가 479-21,쓰레기단속,1,200.0,동인동4가 488-4,30.0,201904,053-661-3281,35.86768251,128.61173490000002,2019-06-14,3410000,대구광역시 중구
2234,대구광역시 중구청,대구광역시 중구 달구벌대로 2226,대구광역시 중구 대봉동 12-22,교통단속,1,200.0,방천시장 입구,0.0,201705,053-661-3023,35.86214064,128.6064772,2019-06-14,3410000,대구광역시 중구
2235,대구광역시 중구청,대구광역시 중구 큰장로 110,대구광역시 중구 대신동 1012,교통단속,1,200.0,서문시장5지구 앞,0.0,201005,053-661-3023,35.86825335,128.57797490000002,2019-06-14,3410000,대구광역시 중구
2236,대구광역시 중구청,대구광역시 중구 태평로 51길 78-2,대구광역시 중구 동인동3가 367-19,교통단속,1,200.0,동도교회(제2신천교),0.0,201005,053-661-3023,35.87351397,128.60963859999998,2019-06-14,3410000,대구광역시 중구
2237,대구광역시 중구청,대구광역시 중구 국채보상로 537,대구광역시 중구 수동 1-6,교통단속,1,200.0,곽병원 부근(한양검정고시학원 앞),0.0,201005,053-661-3023,35.87067579,128.5894443,2019-06-14,3410000,대구광역시 중구
2238,대구광역시 중구청,대구광역시 중구 국채보상로 599,대구광역시 중구 문화동 13-2,교통단속,1,200.0,롯데영프라자 부근(구.한일극장 맞은편),0.0,201005,053-661-3023,35.87101419,128.59627120000002,2019-06-14,3410000,대구광역시 중구
2239,대구광역시 중구청,대구광역시 중구 중앙대로 407-3,대구광역시 중구 남일동 124-5,교통단속,1,200.0,중앙로역(대한보청기 앞),0.0,201005,053-661-3023,35.86960861,128.5935416,2019-06-14,3410000,대구광역시 중구
2240,대구광역시 중구청,대구광역시 중구 중앙대로 393,대구광역시 중구 동성로3가 7-7,교통단속,1,200.0,GS 중앙점 앞(아카데미극장 맞은편),0.0,201005,053-661-3023,35.86828667,128.59347079999998,2019-06-14,3410000,대구광역시 중구
2241,대구광역시 중구청,대구광역시 중구 달구벌대로 2126,대구광역시 중구 봉산동 127-3,교통단속,1,200.0,봉산문화회관입구(미래에셋증권 앞),0.0,200912,053-661-3023,35.86467714,128.5960157,2019-06-14,3410000,대구광역시 중구
